h,farm_id,weight
2016-1-10,Farm 71,13737
2016-1-10,Farm 72,12658
2016-1-10,Farm 73,12543
2016-1-10,Farm 74,6056
2016-1-10,Farm 75,6947
2016-1-10,Farm 76,2922
2016-1-10,Farm 77,14097
2016-1-10,Farm 78,5670
2016-1-10,Farm 79,17206
2016-1-10,Farm 80,6271
2016-1-10,Farm 81,6602
2016-1-10,Farm 82,8795
2016-1-10,Farm 83,12568
2016-1-10,Farm 84,6458
2016-1-10,Farm 85,11169
2016-1-10,Farm 86,7864
2016-1-10,Farm 87,5207
2016-1-10,Farm 88,3273
2016-1-10,Farm 89,7522
2016-1-10,Farm 90,13424
2016-1-10,Farm 91,6126
2016-1-10,Farm 92,12064
2016-1-10,Farm 93,3164
2016-1-10,Farm 94,12829
2016-1-10,Farm 95,8597
2016-1-10,Farm 96,17817
2016-1-10,Farm 97,9543
2016-1-10,Farm 98,17370
2016-1-10,Farm 99,17169
2016-1-10,Farm 100,3512
2016-1-10,Farm 101,15920
2016-1-10,Farm 102,7540
2016-1-10,Farm 103,17226
2016-1-10,Farm 104,15130
2016-1-10,Farm 105,7141
2016-1-10,Farm 106,4206
2016-1-10,Farm 107,17118
2016-1-10,Farm 108,16226
2016-1-10,Farm 109,4899
2016-1-10,Farm 110,5791
2016-1-10,Farm 111,2858
2016-1-10,Farm 112,8874
2016-1-10,Farm 113,17616
2016-1-10,Farm 114,4867
2016-1-10,Farm 115,4157
2016-1-10,Farm 116,9459
2016-1-10,Farm 117,13567
2016-1-11,Farm 18,2849
2016-1-11,Farm 19,6845
2016-1-11,Farm 20,14023
2016-1-11,Farm 21,15077
2016-1-11,Farm 22,17699
2016-1-11,Farm 23,9774
2016-1-11,Farm 25,4037
2016-1-11,Farm 26,11950
2016-1-11,Farm 27,4115
2016-1-11,Farm 28,10498
2016-1-11,Farm 30,8029
2016-1-11,Farm 31,2526
2016-1-11,Farm 32,16230
2016-1-11,Farm 33,16846
2016-1-11,Farm 34,3301
2016-1-11,Farm 35,17341
2016-1-11,Farm 37,7044
2016-1-11,Farm 38,9107
2016-1-11,Farm 39,5860
2016-1-11,Farm 40,7501
2016-1-11,Farm 41,6764
2016-1-11,Farm 42,2837
2016-1-11,Farm 43,7440
2016-1-11,Farm 45,15956
2016-1-11,Farm 46,10587
2016-1-11,Farm 47,7377
2016-1-11,Farm 48,3792
2016-1-11,Farm 50,16291
2016-1-11,Farm 51,8291
2016-1-11,Farm 52,9644
2016-1-11,Farm 53,17221
2016-1-11,Farm 54,3162
2016-1-11,Farm 55,14157
2016-1-11,Farm 57,9451
2016-1-11,Farm 58,16444
2016-1-11,Farm 59,3507
2016-1-11,Farm 60,10247
2016-1-11,Farm 61,3548
2016-1-11,Farm 62,15809
2016-1-11,Farm 63,6906
2016-1-11,Farm 64,2736
2016-1-11,Farm 65,14495
2016-1-11,Farm 67,9338
2016-1-11,Farm 68,8638
2016-1-11,Farm 69,14545
2016-1-11,Farm 70,16035
2016-1-11,Farm 71,6599
2016-1-11,Farm 72,17161
2016-1-11,Farm 73,5208
2016-1-11,Farm 74,3462
2016-1-11,Farm 75,9971
2016-1-11,Farm 76,8443
2016-1-11,Farm 77,11859
2016-1-11,Farm 78,16143
2016-1-11,Farm 80,2374
2016-1-11,Farm 81,17737
2016-1-11,Farm 82,13169
2016-1-11,Farm 83,13353
2016-1-11,Farm 84,6417
2016-1-11,Farm 85,17993
2016-1-11,Farm 86,17458
2016-1-11,Farm 89,17488
2016-1-11,Farm 90,2651
2016-1-11,Farm 91,6510
2016-1-11,Farm 92,6027
2016-1-11,Farm 93,3199
2016-1-11,Farm 94,17817
2016-1-11,Farm 97,8921
2016-1-11,Farm 98,7037
2016-1-11,Farm 99,3273
2016-1-11,Farm 100,12884
2016-1-11,Farm 101,11173
2016-1-11,Farm 102,9099
2016-1-11,Farm 103,9352
2016-1-11,Farm 104,11678
2016-1-11,Farm 106,17448
2016-1-11,Farm 107,4362
2016-1-11,Farm 109,6118
2016-1-11,Farm 110,7312
2016-1-11,Farm 111,6332
2016-1-11,Farm 112,3901
2016-1-11,Farm 115,11325
2016-1-11,Farm 116,8896
2016-1-11,Farm 117,3973
2016-1-12,Farm 18,9035
2016-1-12,Farm 19,2994
2016-1-12,Farm 20,10607
2016-1-12,Farm 21,12009
2016-1-12,Farm 22,10399
2016-1-12,Farm 23,17724
2016-1-12,Farm 24,12656
2016-1-12,Farm 25,13918
2016-1-12,Farm 26,4935
2016-1-12,Farm 27,12972
2016-1-12,Farm 28,7919
2016-1-12,Farm 29,7683
2016-1-12,Farm 30,6790
2016-1-12,Farm 31,4854
2016-1-12,Farm 32,12359
2016-1-12,Farm 33,17848
2016-1-12,Farm 34,4624
2016-1-12,Farm 35,13455
2016-1-12,Farm 36,10824
2016-1-12,Farm 37,15803
2016-1-12,Farm 38,17934
2016-1-12,Farm 39,15322
2016-1-12,Farm 40,4116
2016-1-12,Farm 41,9812
2016-1-12,Farm 42,9149
2016-1-12,Farm 43,7763
2016-1-12,Farm 44,3846
2016-1-12,Farm 45,17331
2016-1-12,Farm 46,15543
2016-1-12,Farm 47,9905
2016-1-12,Farm 48,7228
2016-1-12,Farm 49,10743
2016-1-12,Farm 50,15965
2016-1-12,Farm 51,16252
2016-1-12,Farm 52,2555
2016-1-12,Farm 53,17971
2016-1-12,Farm 54,2231
2016-1-12,Farm 55,3985
2016-1-12,Farm 56,11216
2016-1-12,Farm 57,3253
2016-1-12,Farm 58,11853
2016-1-12,Farm 59,13857
2016-1-12,Farm 60,10303
2016-1-12,Farm 61,2235
2016-1-12,Farm 62,9663
2016-1-12,Farm 63,3660
2016-1-12,Farm 64,10078
2016-1-12,Farm 65,12697
2016-1-12,Farm 66,11437
2016-1-12,Farm 67,4156
2016-1-12,Farm 68,8007
2016-1-12,Farm 69,10693
2016-1-12,Farm 70,9737
2016-1-12,Farm 71,3033
2016-1-12,Farm 72,6826
2016-1-12,Farm 73,7612
2016-1-12,Farm 74,17142
2016-1-12,Farm 75,3963
2016-1-12,Farm 76,5494
2016-1-12,Farm 77,9342
2016-1-12,Farm 78,9725
2016-1-12,Farm 79,10339
2016-1-12,Farm 80,8779
2016-1-12,Farm 81,15046
2016-1-12,Farm 82,9170
2016-1-12,Farm 83,16150
2016-1-12,Farm 84,5764
2016-1-12,Farm 85,9298
2016-1-12,Farm 86,3151
2016-1-12,Farm 87,5413
2016-1-12,Farm 88,5294
2016-1-12,Farm 89,9989
2016-1-12,Farm 90,15431
2016-1-12,Farm 91,11958
2016-1-12,Farm 92,10363
2016-1-12,Farm 93,4842
2016-1-12,Farm 94,5620
2016-1-12,Farm 95,5306
2016-1-12,Farm 96,6448
2016-1-12,Farm 97,8337
2016-1-12,Farm 98,5025
2016-1-12,Farm 99,11279
2016-1-12,Farm 100,4280
2016-1-12,Farm 101,10942
2016-1-12,Farm 102,15773
2016-1-12,Farm 103,10806
2016-1-12,Farm 104,4035
2016-1-12,Farm 105,10102
2016-1-12,Farm 106,12443
2016-1-12,Farm 107,4321
2016-1-12,Farm 108,14695
2016-1-12,Farm 109,2773
2016-1-12,Farm 110,16522
2016-1-12,Farm 111,12677
2016-1-12,Farm 112,5168
2016-1-12,Farm 113,9000
2016-1-12,Farm 114,7785
2016-1-12,Farm 115,15310
2016-1-12,Farm 116,5147
2016-1-12,Farm 117,8677
2016-1-13,Farm 18,10649
2016-1-13,Farm 19,4850
2016-1-13,Farm 20,5147
2016-1-13,Farm 21,7940
2016-1-13,Farm 22,5125
2016-1-13,Farm 23,6367
2016-1-13,Farm 25,4220
2016-1-13,Farm 26,16467
2016-1-13,Farm 27,3883
2016-1-13,Farm 28,9651
2016-1-13,Farm 30,13706
2016-1-13,Farm 31,4243
2016-1-13,Farm 32,15508
2016-1-13,Farm 33,14864
2016-1-13,Farm 34,3181
2016-1-13,Farm 35,14757
2016-1-13,Farm 37,3035
2016-1-13,Farm 38,16928
2016-1-13,Farm 39,5671
2016-1-13,Farm 40,8756
2016-1-13,Farm 41,16690
2016-1-13,Farm 42,4681
2016-1-13,Farm 43,10980
2016-1-13,Farm 45,10927
2016-1-13,Farm 46,10183
2016-1-13,Farm 47,14562
2016-1-13,Farm 48,17801
2016-1-13,Farm 50,2727
2016-1-13,Farm 51,13076
2016-1-13,Farm 52,10763
2016-1-13,Farm 53,10616
2016-1-13,Farm 54,7650
2016-1-13,Farm 55,3231
2016-1-13,Farm 57,17237
2016-1-13,Farm 58,7824
2016-1-13,Farm 59,2003
2016-1-13,Farm 60,13904
2016-1-13,Farm 61,11028
2016-1-13,Farm 62,6392
2016-1-13,Farm 63,6723
2016-1-13,Farm 64,8415
2016-1-13,Farm 65,6770
2016-1-13,Farm 67,14434
2016-1-13,Farm 68,8991
2016-1-13,Farm 69,9733
2016-1-13,Farm 70,8025
2016-1-13,Farm 71,2896
2016-1-13,Farm 72,5852
2016-1-13,Farm 73,2212
2016-1-13,Farm 74,15690
2016-1-13,Farm 75,3591
2016-1-13,Farm 76,17219
2016-1-13,Farm 77,4812
2016-1-13,Farm 78,8619
2016-1-13,Farm 80,13654
2016-1-13,Farm 81,13888
2016-1-13,Farm 82,16361
2016-1-13,Farm 83,6765
2016-1-13,Farm 84,13097
2016-1-13,Farm 85,2321
2016-1-13,Farm 86,14401
2016-1-13,Farm 89,17424
2016-1-13,Farm 90,10372
2016-1-13,Farm 91,5799
2016-1-13,Farm 92,3778
2016-1-13,Farm 93,5022
2016-1-13,Farm 94,4181
2016-1-13,Farm 97,8305
2016-1-13,Farm 98,14465
2016-1-13,Farm 99,7745
2016-1-13,Farm 100,16187
2016-1-13,Farm 101,17248
2016-1-13,Farm 102,16765
2016-1-13,Farm 103,3022
2016-1-13,Farm 104,14692
2016-1-13,Farm 106,16853
2016-1-13,Farm 107,3564
2016-1-13,Farm 109,16791
2016-1-13,Farm 110,17255
2016-1-13,Farm 111,14894
2016-1-13,Farm 112,14231
2016-1-13,Farm 115,7847
2016-1-13,Farm 116,4813
2016-1-13,Farm 117,12308
2016-1-14,Farm 18,16212
2016-1-14,Farm 19,3505
2016-1-14,Farm 20,14426
2016-1-14,Farm 21,11763
2016-1-14,Farm 22,13577
2016-1-14,Farm 23,10302
2016-1-14,Farm 24,5081
2016-1-14,Farm 25,5913
2016-1-14,Farm 26,5621
2016-1-14,Farm 27,10909
2016-1-14,Farm 28,2850
2016-1-14,Farm 29,7893
2016-1-14,Farm 30,9578
2016-1-14,Farm 31,9353
2016-1-14,Farm 32,12065
2016-1-14,Farm 33,8676
2016-1-14,Farm 34,10432
2016-1-14,Farm 35,11946
2016-1-14,Farm 36,12647
2016-1-14,Farm 37,17388
2016-1-14,Farm 38,7215
2016-1-14,Farm 39,17851
2016-1-14,Farm 40,17650
2016-1-14,Farm 41,10489
2016-1-14,Farm 42,12776
2016-1-14,Farm 43,6144
2016-1-14,Farm 44,3910
2016-1-14,Farm 45,8830
2016-1-14,Farm 46,3230
2016-1-14,Farm 47,3709
2016-1-14,Farm 48,12367
2016-1-14,Farm 49,6413
2016-1-14,Farm 50,16264
2016-1-14,Farm 51,4610
2016-1-14,Farm 52,2527
2016-1-14,Farm 53,17820
2016-1-14,Farm 54,16689
2016-1-14,Farm 55,6476
2016-1-14,Farm 56,10673
2016-1-14,Farm 57,17885
2016-1-14,Farm 58,14328
2016-1-14,Farm 59,5463
2016-1-14,Farm 60,6726
2016-1-14,Farm 61,17104
2016-1-14,Farm 62,2548
2016-1-14,Farm 63,11234
2016-1-14,Farm 64,17664
2016-1-14,Farm 65,17791
2016-1-14,Farm 66,12646
2016-1-14,Farm 67,17407
2016-1-14,Farm 68,16071
2016-1-14,Farm 69,11855
2016-1-14,Farm 70,5148
2016-1-14,Farm 71,8052
2016-1-14,Farm 72,4583
2016-1-14,Farm 73,17364
2016-1-14,Farm 74,3051
2016-1-14,Farm 75,9527
2016-1-14,Farm 76,17894
2016-1-14,Farm 77,17682
2016-1-14,Farm 78,8730
2016-1-14,Farm 79,8085
2016-1-14,Farm 80,10548
2016-1-14,Farm 81,9546
2016-1-14,Farm 82,17973
2016-1-14,Farm 83,13934
2016-1-14,Farm 84,6949
2016-1-14,Farm 85,13068
2016-1-14,Farm 86,13821
2016-1-14,Farm 87,7547
2016-1-14,Farm 88,8698
2016-1-14,Farm 89,7477
2016-1-14,Farm 90,11673
2016-1-14,Farm 91,8851
2016-1-14,Farm 92,13740
2016-1-14,Farm 93,8518
2016-1-14,Farm 94,12214
2016-1-14,Farm 95,10274
2016-1-14,Farm 96,17635
2016-1-14,Farm 97,14191
2016-1-14,Farm 98,17796
2016-1-14,Farm 99,5106
2016-1-14,Farm 100,6633
2016-1-14,Farm 101,11057
2016-1-14,Farm 102,12517
2016-1-14,Farm 103,15861
2016-1-14,Farm 104,6955
2016-1-14,Farm 105,12432
2016-1-14,Farm 106,12003
2016-1-14,Farm 107,12297
2016-1-14,Farm 108,5701
2016-1-14,Farm 109,10140
2016-1-14,Farm 110,16495
2016-1-14,Farm 111,8272
2016-1-14,Farm 112,10125
2016-1-14,Farm 113,10449
2016-1-14,Farm 114,11368
2016-1-14,Farm 115,13513
2016-1-14,Farm 116,5904
2016-1-14,Farm 117,12450
2016-1-15,Farm 18,8153
2016-1-15,Farm 19,7298
2016-1-15,Farm 20,6596
2016-1-15,Farm 21,13099
2016-1-15,Farm 22,5282
2016-1-15,Farm 23,2537
2016-1-15,Farm 25,12894
2016-1-15,Farm 26,2787
2016-1-15,Farm 27,13934
2016-1-15,Farm 28,8762
2016-1-15,Farm 30,2826
2016-1-15,Farm 31,4848
2016-1-15,Farm 32,9932
2016-1-15,Farm 33,7401
2016-1-15,Farm 34,5217
2016-1-15,Farm 35,17277
2016-1-15,Farm 37,17722
2016-1-15,Farm 38,8416
2016-1-15,Farm 39,15719
2016-1-15,Farm 40,6658
2016-1-15,Farm 41,7762
2016-1-15,Farm 42,13298
2016-1-15,Farm 43,4018
2016-1-15,Farm 45,16982
2016-1-15,Farm 46,7733
2016-1-15,Farm 47,7733
2016-1-15,Farm 48,8157
2016-1-15,Farm 50,17813
2016-1-15,Farm 51,6461
2016-1-15,Farm 52,12058
2016-1-15,Farm 53,3219
2016-1-15,Farm 54,3882
2016-1-15,Farm 55,17829
2016-1-15,Farm 57,7968
2016-1-15,Farm 58,8133
2016-1-15,Farm 59,3169
2016-1-15,Farm 60,11091
2016-1-15,Farm 61,6953
2016-1-15,Farm 62,4824
2016-1-15,Farm 63,5578
2016-1-15,Farm 64,13064
2016-1-15,Farm 65,2050
2016-1-15,Farm 67,16618
2016-1-15,Farm 68,7975
2016-1-15,Farm 69,2408
2016-1-15,Farm 70,8554
2016-1-15,Farm 71,7410
2016-1-15,Farm 72,11443
2016-1-15,Farm 73,3623
2016-1-15,Farm 74,9167
2016-1-15,Farm 75,4504
2016-1-15,Farm 76,9815
2016-1-15,Farm 77,4835
2016-1-15,Farm 78,5025
2016-1-15,Farm 80,2199
2016-1-15,Farm 81,12008
2016-1-15,Farm 82,13033
2016-1-15,Farm 83,5007
2016-1-15,Farm 84,3193
2016-1-15,Farm 85,10047
2016-1-15,Farm 86,11889
2016-1-15,Farm 89,4960
2016-1-15,Farm 90,3311
2016-1-15,Farm 91,7916
2016-1-15,Farm 92,8543
2016-1-15,Farm 93,4163
2016-1-15,Farm 94,10000
2016-1-15,Farm 97,11380
2016-1-15,Farm 98,4421
2016-1-15,Farm 99,14138
2016-1-15,Farm 100,15743
2016-1-15,Farm 101,4703
2016-1-15,Farm 102,6609
2016-1-15,Farm 103,8751
2016-1-15,Farm 104,6159
2016-1-15,Farm 106,8689
2016-1-15,Farm 107,7275
2016-1-15,Farm 109,9650
2016-1-15,Farm 110,17076
2016-1-15,Farm 111,14113
2016-1-15,Farm 112,13471
2016-1-15,Farm 115,4112
2016-1-15,Farm 116,16009
2016-1-15,Farm 117,15724
2016-1-16,Farm 18,5686
2016-1-16,Farm 19,12654
2016-1-16,Farm 20,12686
2016-1-16,Farm 21,13005
2016-1-16,Farm 22,7009
2016-1-16,Farm 23,4895
2016-1-16,Farm 24,9891
2016-1-16,Farm 25,17696
2016-1-16,Farm 26,5913
2016-1-16,Farm 27,2287
2016-1-16,Farm 28,6428
2016-1-16,Farm 29,7801
2016-1-16,Farm 30,4510
2016-1-16,Farm 31,6905
2016-1-16,Farm 32,13628
2016-1-16,Farm 33,13164
2016-1-16,Farm 34,12550
2016-1-16,Farm 35,8849
2016-1-16,Farm 36,13453
2016-1-16,Farm 37,6369
2016-1-16,Farm 38,9460
2016-1-16,Farm 39,10793
2016-1-16,Farm 40,13329
2016-1-16,Farm 41,14069
2016-1-16,Farm 42,13458
2016-1-16,Farm 43,16785
2016-1-16,Farm 44,16844
2016-1-16,Farm 45,10246
2016-1-16,Farm 46,4040
2016-1-16,Farm 47,15785
2016-1-16,Farm 48,11284
2016-1-16,Farm 49,13765
2016-1-16,Farm 50,14660
2016-1-16,Farm 51,4592
2016-1-16,Farm 52,12604
2016-1-16,Farm 53,15575
2016-1-16,Farm 54,13436
2016-1-16,Farm 55,17104
2016-1-16,Farm 56,2588
2016-1-16,Farm 57,12739
2016-1-16,Farm 58,12448
2016-1-16,Farm 59,10424
2016-1-16,Farm 60,6886
2016-1-16,Farm 61,13085
2016-1-16,Farm 62,2583
2016-1-16,Farm 63,4727
2016-1-16,Farm 64,16258
2016-1-16,Farm 65,13410
2016-1-16,Farm 66,13941
2016-1-16,Farm 67,10123
2016-1-16,Farm 68,17110
2016-1-16,Farm 69,10456
2016-1-16,Farm 70,14622
2016-1-16,Farm 71,3542
2016-1-16,Farm 72,14685
2016-1-16,Farm 73,17956
2016-1-16,Farm 74,6373
2016-1-16,Farm 75,10840
2016-1-16,Farm 76,9733
2016-1-16,Farm 77,6076
2016-1-16,Farm 78,3061
2016-1-16,Farm 79,10543
2016-1-16,Farm 80,13749
2016-1-16,Farm 81,8889
2016-1-16,Farm 82,13134
2016-1-16,Farm 83,2124
2016-1-16,Farm 84,2629
2016-1-16,Farm 85,10191
2016-1-16,Farm 86,7364
2016-1-16,Farm 87,6954
2016-1-16,Farm 88,14913
2016-1-16,Farm 89,8544
2016-1-16,Farm 90,12394
2016-1-16,Farm 91,16285
2016-1-16,Farm 92,15905
2016-1-16,Farm 93,3079
2016-1-16,Farm 94,5869
2016-1-16,Farm 95,16850
2016-1-16,Farm 96,10758
2016-1-16,Farm 97,12813
2016-1-16,Farm 98,14348
2016-1-16,Farm 99,3062
2016-1-16,Farm 100,9662
2016-1-16,Farm 101,2972
2016-1-16,Farm 102,15946
2016-1-16,Farm 103,7066
2016-1-16,Farm 104,7620
2016-1-16,Farm 105,3407
2016-1-16,Farm 106,14684
2016-1-16,Farm 107,12618
2016-1-16,Farm 108,9934
2016-1-16,Farm 109,5569
2016-1-16,Farm 110,6900
2016-1-16,Farm 111,13041
2016-1-16,Farm 112,17179
2016-1-16,Farm 113,11402
2016-1-16,Farm 114,17016
2016-1-16,Farm 115,5342
2016-1-16,Farm 116,3521
2016-1-16,Farm 117,12666
2016-1-17,Farm 18,11081
2016-1-17,Farm 19,2944
2016-1-17,Farm 20,15641
2016-1-17,Farm 21,8877
2016-1-17,Farm 22,16678
2016-1-17,Farm 23,3430
2016-1-17,Farm 25,10106
2016-1-17,Farm 26,7737
2016-1-17,Farm 27,16808
2016-1-17,Farm 28,2812
2016-1-17,Farm 30,8476
2016-1-17,Farm 31,14989
2016-1-17,Farm 32,12554
2016-1-17,Farm 33,6789
2016-1-17,Farm 34,15432
2016-1-17,Farm 35,14267
2016-1-17,Farm 37,6313
2016-1-17,Farm 38,7165
2016-1-17,Farm 39,6419
2016-1-17,Farm 40,3157
2016-1-17,Farm 41,2415
2016-1-17,Farm 42,2865
2016-1-17,Farm 43,14631
2016-1-17,Farm 45,4821
2016-1-17,Farm 46,11345
2016-1-17,Farm 47,11023
2016-1-17,Farm 48,12604
2016-1-17,Farm 50,6864
2016-1-17,Farm 51,5243
2016-1-17,Farm 52,8394
2016-1-17,Farm 53,5199
2016-1-17,Farm 54,14419
2016-1-17,Farm 55,16728
2016-1-17,Farm 57,10954
2016-1-17,Farm 58,11013
2016-1-17,Farm 59,10406
2016-1-17,Farm 60,3337
2016-1-17,Farm 61,13519
2016-1-17,Farm 62,9025
2016-1-17,Farm 63,12993
2016-1-17,Farm 64,5822
2016-1-17,Farm 65,14841
2016-1-17,Farm 67,10249
2016-1-17,Farm 68,16437
2016-1-17,Farm 69,11644
2016-1-17,Farm 70,2105
2016-1-17,Farm 71,16650
2016-1-17,Farm 72,4851
2016-1-17,Farm 73,5100
2016-1-17,Farm 74,10343
2016-1-17,Farm 75,9423
2016-1-17,Farm 76,17625
2016-1-17,Farm 77,11053
2016-1-17,Farm 78,9647
2016-1-17,Farm 80,2113
2016-1-17,Farm 81,3981
2016-1-17,Farm 82,11684
2016-1-17,Farm 83,15390
2016-1-17,Farm 84,9458
2016-1-17,Farm 85,14420
2016-1-17,Farm 86,4127
2016-1-17,Farm 89,3524
2016-1-17,Farm 90,7437
2016-1-17,Farm 91,11495
2016-1-17,Farm 92,4046
2016-1-17,Farm 93,4353
2016-1-17,Farm 94,2671
2016-1-17,Farm 97,2195
2016-1-17,Farm 98,3326
2016-1-17,Farm 99,7857
2016-1-17,Farm 100,7073
2016-1-17,Farm 101,12937
2016-1-17,Farm 102,16525
2016-1-17,Farm 103,17064
2016-1-17,Farm 104,15495
2016-1-17,Farm 106,2417
2016-1-17,Farm 107,13680
2016-1-17,Farm 109,12433
2016-1-17,Farm 110,16307
2016-1-17,Farm 111,11178
2016-1-17,Farm 112,12699
2016-1-17,Farm 115,6375
2016-1-17,Farm 116,4393
2016-1-17,Farm 117,13747
2016-1-18,Farm 18,6397
2016-1-18,Farm 19,4819
2016-1-18,Farm 20,4107
2016-1-18,Farm 21,17937
2016-1-18,Farm 22,3035
2016-1-18,Farm 23,13695
2016-1-18,Farm 24,15739
2016-1-18,Farm 25,3273
2016-1-18,Farm 26,10371
2016-1-18,Farm 27,12194
2016-1-18,Farm 28,3307
2016-1-18,Farm 29,13222
2016-1-18,Farm 30,6477
2016-1-18,Farm 31,11255
2016-1-18,Farm 32,4030
2016-1-18,Farm 33,5800
2016-1-18,Farm 34,7565
2016-1-18,Farm 35,14281
2016-1-18,Farm 36,6314
2016-1-18,Farm 37,8134
2016-1-18,Farm 38,9000
2016-1-18,Farm 39,15736
2016-1-18,Farm 40,7119
2016-1-18,Farm 41,8702
2016-1-18,Farm 42,11168
2016-1-18,Farm 43,11708
2016-1-18,Farm 44,12411
2016-1-18,Farm 45,7134
2016-1-18,Farm 46,3458
2016-1-18,Farm 47,14754
2016-1-18,Farm 48,15365
2016-1-18,Farm 49,12010
2016-1-18,Farm 50,3556
2016-1-18,Farm 51,17474
2016-1-18,Farm 52,13935
2016-1-18,Farm 53,5851
2016-1-18,Farm 54,2632
2016-1-18,Farm 55,11408
2016-1-18,Farm 56,2192
2016-1-18,Farm 57,17131
2016-1-18,Farm 58,15649
2016-1-18,Farm 59,17131
2016-1-18,Farm 60,5971
2016-1-18,Farm 61,13011
2016-1-18,Farm 62,5772
2016-1-18,Farm 63,13840
2016-1-18,Farm 64,16127
2016-1-18,Farm 65,8542
2016-1-18,Farm 66,17583
2016-1-18,Farm 67,3016
2016-1-18,Farm 68,5475
2016-1-18,Farm 69,12633
2016-1-18,Farm 70,12898
2016-1-18,Farm 71,12690
2016-1-18,Farm 72,11819
2016-1-18,Farm 73,5663
2016-1-18,Farm 74,9750
2016-1-18,Farm 75,2987
2016-1-18,Farm 76,5871
2016-1-18,Farm 77,6209
2016-1-18,Farm 78,2769
2016-1-18,Farm 79,4579
2016-1-18,Farm 80,3689
2016-1-18,Farm 81,8501
2016-1-18,Farm 82,2173
2016-1-18,Farm 83,3709
2016-1-18,Farm 84,2032
2016-1-18,Farm 85,7097
2016-1-18,Farm 86,13611
2016-1-18,Farm 87,14347
2016-1-18,Farm 88,11089
2016-1-18,Farm 89,13218
2016-1-18,Farm 90,7527
2016-1-18,Farm 91,17337
2016-1-18,Farm 92,6239
2016-1-18,Farm 93,2283
2016-1-18,Farm 94,7083
2016-1-18,Farm 95,9592
2016-1-18,Farm 96,10344
2016-1-18,Farm 97,14856
2016-1-18,Farm 98,13593
2016-1-18,Farm 99,5928
2016-1-18,Farm 100,6310
2016-1-18,Farm 101,15524
2016-1-18,Farm 102,16675
2016-1-18,Farm 103,11476
2016-1-18,Farm 104,4610
2016-1-18,Farm 105,12458
2016-1-18,Farm 106,3588
2016-1-18,Farm 107,9731
2016-1-18,Farm 108,3471
2016-1-18,Farm 109,7425
2016-1-18,Farm 110,16816
2016-1-18,Farm 111,10781
2016-1-18,Farm 112,13979
2016-1-18,Farm 113,10018
2016-1-18,Farm 114,5301
2016-1-18,Farm 115,15355
2016-1-18,Farm 116,5030
2016-1-18,Farm 117,3760
2016-1-19,Farm 18,16924
2016-1-19,Farm 19,14093
2016-1-19,Farm 20,13421
2016-1-19,Farm 21,17924
2016-1-19,Farm 22,12950
2016-1-19,Farm 23,3035
2016-1-19,Farm 25,6782
2016-1-19,Farm 26,16638
2016-1-19,Farm 27,5232
2016-1-19,Farm 28,7258
2016-1-19,Farm 30,7430
2016-1-19,Farm 31,3347
2016-1-19,Farm 32,16321
2016-1-19,Farm 33,15789
2016-1-19,Farm 34,8717
2016-1-19,Farm 35,12821
2016-1-19,Farm 37,13078
2016-1-19,Farm 38,8823
2016-1-19,Farm 39,14405
2016-1-19,Farm 40,9020
2016-1-19,Farm 41,17802
2016-1-19,Farm 42,2955
2016-1-19,Farm 43,5372
2016-1-19,Farm 45,5569
2016-1-19,Farm 46,13905
2016-1-19,Farm 47,17533
2016-1-19,Farm 48,17273
2016-1-19,Farm 50,13382
2016-1-19,Farm 51,7393
2016-1-19,Farm 52,15016
2016-1-19,Farm 53,14895
2016-1-19,Farm 54,11175
2016-1-19,Farm 55,8847
2016-1-19,Farm 57,13848
2016-1-19,Farm 58,16273
2016-1-19,Farm 59,3606
2016-1-19,Farm 60,14622
2016-1-19,Farm 61,12141
2016-1-19,Farm 62,15592
2016-1-19,Farm 63,2022
2016-1-19,Farm 64,11139
2016-1-19,Farm 65,12575
2016-1-19,Farm 67,14059
2016-1-19,Farm 68,13996
2016-1-19,Farm 69,5514
2016-1-19,Farm 70,3147
2016-1-19,Farm 71,12817
2016-1-19,Farm 72,6993
2016-1-19,Farm 73,3642
2016-1-19,Farm 74,10855
2016-1-19,Farm 75,7870
2016-1-19,Farm 76,9394
2016-1-19,Farm 77,11583
2016-1-19,Farm 78,5161
2016-1-19,Farm 80,13751
2016-1-19,Farm 81,6655
2016-1-19,Farm 82,8133
2016-1-19,Farm 83,15829
2016-1-19,Farm 84,16835
2016-1-19,Farm 85,4546
2016-1-19,Farm 86,17748
2016-1-19,Farm 89,15433
2016-1-19,Farm 90,17496
2016-1-19,Farm 91,3502
2016-1-19,Farm 92,4230
2016-1-19,Farm 93,14092
2016-1-19,Farm 94,17478
2016-1-19,Farm 97,17401
2016-1-19,Farm 98,14043
2016-1-19,Farm 99,15376
2016-1-19,Farm 100,11301
2016-1-19,Farm 101,9412
2016-1-19,Farm 102,13683
2016-1-19,Farm 103,3639
2016-1-19,Farm 104,12412
2016-1-19,Farm 106,15567
2016-1-19,Farm 107,11306
2016-1-19,Farm 109,4847
2016-1-19,Farm 110,17042
2016-1-19,Farm 111,15184
2016-1-19,Farm 112,15484
2016-1-19,Farm 115,12118
2016-1-19,Farm 116,14416
2016-1-19,Farm 117,7408
2016-1-20,Farm 18,17803
2016-1-20,Farm 19,4374
2016-1-20,Farm 20,4517
2016-1-20,Farm 21,6169
2016-1-20,Farm 22,12698
2016-1-20,Farm 23,17233
2016-1-20,Farm 24,14654
